245,8340928,0,0,3
245,7810033,0,0,4
245,1050587,0,1,0
245,9663993,0,1,1
245,9510507,0,1,2
245,1484694,0,1,3
246,7344012,0,0,0
246,9784380,0,0,1
246,4645617,0,0,2
246,9215021,0,0,3
246,5078500,0,0,4
246,8805921,0,1,0
246,7457375,0,1,1
246,5312731,0,1,2
246,2172989,0,1,3
246,9327619,0,1,4
246,1050587,0,2,0
246,1310864,0,2,1
246,4109024,0,2,2
246,7022761,0,2,3
246,4120605,0,2,4
246,7584832,0,3,0
246,5364607,0,3,1
246,2415459,0,3,2
246,9954699,0,3,3
246,5301152,0,3,4
246,3276843,0,4,0
246,9942573,0,4,1
246,6806057,0,4,2
246,2575793,0,4,3
246,1057005,0,4,4
246,4179496,1,0,0
246,9510507,1,0,1
246,6684372,1,0,2
246,8788403,1,0,3
367,3787700,0,0,0
367,1180274,0,0,1
367,9561825,0,0,2
367,9802762,0,0,3
367,9539307,0,0,4
367,2311301,0,1,0
367,4016843,0,1,1
367,9659351,0,1,2
367,2687784,0,1,3
368,6957603,0,0,0
368,1338785,0,0,1
368,9802762,0,0,2
368,7070030,0,0,3
368,4016843,0,0,4
368,5333071,0,1,0
368,7274134,0,1,1
368,4370016,0,1,2
368,7959038,0,1,3
368,7810033,0,1,4
368,4136661,0,2,0
368,1494646,0,2,1
368,1484694,0,2,2
368,1505098,0,2,3
368,8340928,0,2,4
368,2311301,0,3,0
368,6516205,0,3,1
368,2233176,0,3,2
368,1180274,0,3,3
368,6758052,0,3,4
368,5931400,0,4,0
368,3277095,0,4,1
368,6556608,0,4,2
368,8583053,0,4,3
368,9539307,0,4,4
368,8289501,1,0,0
368,3306424,1,0,1
368,4696722,1,0,2
368,6399218,1,0,3
489,2829643,0,0,0
489,5692979,0,0,1
489,1106269,0,0,2
489,5180951,0,0,3
489,7754440,0,0,4
489,1122184,0,1,0
489,8501696,0,1,1
489,8161358,0,1,2
489,8550811,0,1,3
490,8161358,0,0,0
490,4556239,0,0,1
490,2817190,0,0,2
490,8501696,0,0,3
490,3744585,0,0,4
490,9659351,0,1,0
490,1106269,0,1,1
490,7754440,0,1,2
490,1122184,0,1,3
490,2687784,0,1,4
490,7966688,0,2,0
490,2829643,0,2,1
490,8550811,0,2,2
490,5692979,0,2,3
490,8763321,0,2,4
490,9561825,0,3,0
490,2635737,0,3,1
490,5180951,0,3,2
490,3787700,0,3,3
571,3931653,0,0,0
571,7588946,0,0,1
571,4072179,0,0,2
571,7000929,0,0,3
571,9661970,0,0,4
571,8744690,0,1,0
571,3091009,0,1,1
571,2433203,0,1,2
571,6315290,0,1,3
571,2285902,0,1,4
815,7794495,0,0,3
815,7221681,0,0,4
815,6220854,0,1,0
815,4365940,0,1,1
815,1964950,0,1,2
815,1915142,0,1,3
816,1964950,0,0,0
816,7907417,0,0,1
816,7221681,0,0,2
816,3931653,0,0,3
816,5263611,0,0,4
816,4770849,0,1,0
816,9700376,0,1,1
816,2060056,0,1,2
816,2172516,0,1,3
816,6315290,0,1,4
816,4437376,0,2,0
816,7794495,0,2,1
816,8332734,0,2,2
816,1250865,0,2,3
816,1946349,0,2,4
816,6430079,0,3,0
816,4365940,0,3,1
816,5983063,0,3,2
816,7000929,0,3,3
816,8589436,0,3,4
816,4484222,0,4,0
816,2035345,0,4,1
816,9639696,0,4,2
816,9434197,0,4,3
816,8821068,0,4,4
816,1585199,1,0,0
816,5509077,1,0,1
816,6721826,1,0,2
816,9956635,1,0,3
937,8606410,0,0,0
937,3809031,0,0,1
937,5266844,0,0,2
937,1719875,0,0,3
937,3683562,0,0,4
937,6878477,0,1,0
937,6483923,0,1,1
937,8162427,0,1,2
937,8182129,0,1,3
938,6221085,0,0,0
938,1025804,0,0,1
938,6916620,0,0,2
938,9580052,0,0,3
938,6010314,0,0,4
938,1221317,0,1,0
938,7814428,0,1,1
938,5712011,0,1,2
938,9464977,0,1,3
938,6483923,0,1,4
938,9251827,0,2,0
938,1283506,0,2,1
938,1719875,0,2,2
938,3809031,0,2,3
